1.01,0.0022425
1.0725,0.03843050000000005
1.135,0.08704370000000003
1.1975,0.1389446
1.26,0.19114853000000012
1.3225,0.24241260000000003
1.385,0.29220000000000007
1.4475,0.34030004
1.51,0.3866624000000001
1.5725,0.4313168999999999
1.635,0.474333
1.6975,0.51579805
1.76,0.55580575
1.8225,0.59444965
1.885,0.6318199199999998
1.9475,0.6680016999999997
2.01,0.7030742099999997
2.0725,0.7371109199999996
2.135,0.7701793999999997
2.1975,0.8023416499999997
2.26,0.8336546999999994
2.3225,0.8641706999999993
2.385,0.8939375999999997
2.4475,0.9229992999999995
2.51,0.9513961999999996
2.5725,0.9791654999999996
2.635,1.0063413299999993
2.6975,1.0329552999999996
2.76,1.0590365199999987
2.8225,1.0846119399999996
2.885,1.1097065299999984
2.9475,1.1343434299999995
3.01,1.158544199999999
3.0725,1.1823287999999996
3.135,1.2057158999999995
3.1975,1.2287228999999995
3.26,1.2513660999999998
3.3225,1.2736606400000001
3.385,1.2956209
3.4475,1.3172601099999997
3.51,1.33859094
3.5725,1.3596251999999989
3.635,1.3803739100000008
3.6975,1.4008476499999998
3.76,1.4210563
3.8225,1.4410091999999994
3.885,1.4607151299999996
3.9475,1.4801825400000006
